nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id.1,nama_kelurahan,nama_kecamatan,nama_kota,nomor
indomaret tower 2,0.0,0,-6.2516153,106.861321,"pvx6+9g, pengadegan, south jakarta city",ChIJuzWu8LvzaS4Ra3ud2A7lDHo,Indomaret,ChIJuzWu8LvzaS4Ra3ud2A7lDHo,Pengadegan,Pancoran,Kota Jakarta Selatan,393
indomaret signature park,4.3,3,-6.242484,106.854727,"mt haryono st no.10, rw.9, east tebet, south jakarta city",ChIJ71RBBiPzaS4RzLWpLbPWU80,Indomaret,ChIJ71RBBiPzaS4RzLWpLbPWU80,Tebet Timur,Pancoran,Kota Jakarta Selatan,394
indomaret point stasiun kalibata,4.4,27,-6.2553656,106.8549931,"pvv3+vx5, jl. rawajati bar., rt.6/rw.7, rawajati, kota jakarta selatan",ChIJzXZzEq3zaS4REp5urTglWeE,Indomaret,ChIJzXZzEq3zaS4REp5urTglWeE,Rawajati,Pancoran,Kota Jakarta Selatan,395
indomaret kalibata utara,4.5,101,-6.2604007,106.837657,"jl. kalibata utara ii no.37, rt.7/rw.7, kalibata, kota jakarta selatan",ChIJiXNZXIjzaS4RjQ-7sFoVCPU,Indomaret,ChIJiXNZXIjzaS4RjQ-7sFoVCPU,Kalibata,Pancoran,Kota Jakarta Selatan,396
indomaret rawajati timur ii,4.4,171,-6.2599244,106.8548204,"jl. rawajati timur ii no.6a, rt.6/rw.8, rawajati, kota jakarta selatan",ChIJgxhagUnzaS4RvD_Z_w12BOo,Indomaret,ChIJgxhagUnzaS4RvD_Z_w12BOo,Rawajati,Pancoran,Kota Jakarta Selatan,397
indomaret jeruk purut,4.5,132,-6.2911647,106.8129499,"jl. jeruk purut no.22, rt.3/rw.3, cilandak tim., kota jakarta selatan",ChIJvy_4mvnxaS4RjjbhIFaTp4Y,Indomaret,ChIJvy_4mvnxaS4RjjbhIFaTp4Y,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,414
indomaret cilandak raya,4.3,20,-6.2970042,106.8154176,"pr38+55x, jl. raya cilandak kko, rt.1/rw.5, ragunan, kota jakarta selatan",ChIJ-6Meqf_xaS4R99u9vNNVFjg,Indomaret,ChIJ-6Meqf_xaS4R99u9vNNVFjg,Ragunan,Pasar Minggu,Kota Jakarta Selatan,415
indomaret plus cilandak kko (tmip),4.5,645,-6.3098246,106.8139564,"jl. raya cilandak kko no.3, rt.14/rw.8, ragunan, kota jakarta selatan",ChIJJ3rNnQjuaS4RWjDJ-zFTzR0,Indomaret,ChIJJ3rNnQjuaS4RWjDJ-zFTzR0,Ragunan,Pasar Minggu,Kota Jakarta Selatan,416
indomaret perempatan ampera,4.1,69,-6.2917269,106.8165986,"jalan ampera raya 2, rt.2/rw.2, cilandak tim., kota jakarta selatan",ChIJCTLyivjxaS4Rre-W6oaY4qE,Indomaret,ChIJCTLyivjxaS4Rre-W6oaY4qE,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,417
indomaret point ampera,4.3,264,-6.2819344,106.8197334,"5, jl. ampera raya no.135, rt.5/rw.10, ragunan, kota jakarta selatan",ChIJSdmaRR7yaS4Rz1S6S2xE9kw,Indomaret,ChIJSdmaRR7yaS4Rz1S6S2xE9kw,Ragunan,Pasar Minggu,Kota Jakarta Selatan,418
indomaret kebagusan,0.0,0,-6.3179597,106.8250448,"jl. kebagusan raya no.56, rt.10/rw.4, kebagusan, kota jakarta selatan",ChIJU4w3LnrtaS4RuMgFlMLq-BI,Indomaret,ChIJU4w3LnrtaS4RuMgFlMLq-BI,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,419
indomaret,4.7,10,-6.3138579,106.8255294,"mrpg+f62, rt.10/rw.7, ragunan, south jakarta city",ChIJ7a6YI-TtaS4RHRQ67Lb2ub0,Indomaret,ChIJ7a6YI-TtaS4RHRQ67Lb2ub0,Ragunan,Pasar Minggu,Kota Jakarta Selatan,420
indomaret kebagusan city,4.3,14,-6.3075195,106.8358518,"apartement kebagusan city tower c unitk18192223, rt.1/rw.6, kebagusan, south jakarta city",ChIJz_____DtaS4RuBSePQZKmzM,Indomaret,ChIJz_____DtaS4RuBSePQZKmzM,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,421
indomaret pasar minggu,4.5,2,-6.2914351,106.8419087,"jl. raya ps. minggu no.15d, rt.13/rw.5, ps. minggu, kota jakarta selatan",ChIJKdFjS4XzaS4RpmE0MI-N8hQ,Indomaret,ChIJKdFjS4XzaS4RpmE0MI-N8hQ,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,422
indomaret gurame raya,4.2,18,-6.2957984,106.8366216,"jl. gurame raya no.32, rt.2/rw.9, ps. minggu, kota jakarta selatan",ChIJgVaTJgryaS4RZDPX8Ifsn0A,Indomaret,ChIJgVaTJgryaS4RZDPX8Ifsn0A,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,423
indomaret,4.0,44,-6.2955876,106.8453943,"jl. poltangan raya no.49, rt.5/rw.10, pejaten tim., kota jakarta selatan",ChIJvdo1THTyaS4RBoB9yjj3LdM,Indomaret,ChIJvdo1THTyaS4RBoB9yjj3LdM,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan,424
indomaret mtrade teluk betung,0.0,0,-6.2993709,106.8399129,"jl. raya pasar minggu no.168, rt.4/rw.8, ps. minggu, kota jakarta selatan",ChIJ5RSsmVTtaS4RlacdijhrxSI,Indomaret,ChIJ5RSsmVTtaS4RlacdijhrxSI,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,425
indomaret rawa bambu,4.4,271,-6.2914141,106.8419168,"jl. raya rw. bambu no.14, rt.13/rw.5, ps. minggu, kota jakarta selatan",ChIJA00kMHPyaS4RzjSAlv_vnD4,Indomaret,ChIJA00kMHPyaS4RzjSAlv_vnD4,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,426
indomaret,4.9,7,-6.2981305,106.8299386,"plaza oleos, jl. tb simatupang, rt.2/rw.1, kebagusan, kota jakarta selatan",ChIJ4dtL_AfyaS4RF-C9eDUjQ0o,Indomaret,ChIJ4dtL_AfyaS4RF-C9eDUjQ0o,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,427
raya ragunan indomaret,4.1,17,-6.2858816,106.8301102,"jl. raya ragunan no.19, rt.2/rw.7, jati padang, kota jakarta selatan",ChIJBS7mhhDyaS4RwQ24c_CL25w,Indomaret,ChIJBS7mhhDyaS4RwQ24c_CL25w,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,428
indomaret taman margasatwa,4.3,21,-6.2892776,106.8242394,"jalan taman margasatwa no.18a, jati padang, rt.6/rw.1, ragunan, kota jakarta selatan",ChIJ2fZhrgTyaS4Rl1uCPiHU63Q,Indomaret,ChIJ2fZhrgTyaS4Rl1uCPiHU63Q,Ragunan,Pasar Minggu,Kota Jakarta Selatan,429
indomaret,5.0,1,-6.2794572,106.8335032,"prcm+59q, rt.13/rw.2, jati padang, south jakarta city",ChIJNb3Las7zaS4R0UHAjC6iv1A,Indomaret,ChIJNb3Las7zaS4R0UHAjC6iv1A,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,430
indomaret spbu,4.8,19,-6.2905671,106.8235708,"jl. warung jati barat no.28, rt.5/rw.1, ragunan, kota jakarta selatan",ChIJC4P6jYjzaS4RmEFhDQhpE7U,Indomaret,ChIJC4P6jYjzaS4RmEFhDQhpE7U,Ragunan,Pasar Minggu,Kota Jakarta Selatan,431
indomaret jatipadang no 2,4.4,204,-6.2878363,106.8293824,"jl. jatipadang utara no.1, rt.7/rw.9, jati padang, kota jakarta selatan",ChIJBa5dUV_zaS4Rpz5v0gMy_nU,Indomaret,ChIJBa5dUV_zaS4Rpz5v0gMy_nU,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,432
indomaret warung jati,4.1,127,-6.2694594,106.8377558,"jl. siaga raya no.7b, rt.12/rw.4, pejaten bar., kota jakarta selatan",ChIJCQpntznyaS4R5HJ1zQCwkB4,Indomaret,ChIJCQpntznyaS4R5HJ1zQCwkB4,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,433
indomaret warga siaga,4.5,20,-6.2722927,106.8391874,"jl. warga baru no.4b 17, rt.17/rw.3, pejaten bar., kota jakarta selatan",ChIJITbO1jjyaS4RS5lw3N7iBVM,Indomaret,ChIJITbO1jjyaS4RS5lw3N7iBVM,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,434
indomaret pasar minggu 15b (ffdq),4.5,8,-6.2607737,106.8428871,"jl. raya pasar minggu no.15 a, rt.1/rw.7, kalibata, kota jakarta selatan",ChIJv6HpCt3zaS4R6xwdQSocB24,Indomaret,ChIJv6HpCt3zaS4R6xwdQSocB24,Kalibata,Pasar Minggu,Kota Jakarta Selatan,435
indomaret angsana,4.4,28,-6.2720279,106.8486037,"jl. angsana raya no.11, rt.10/rw.4, pejaten tim., kota jakarta selatan",ChIJJYdxEkTyaS4RUCWdYxW7wqA,Indomaret,ChIJJYdxEkTyaS4RUCWdYxW7wqA,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan,436
indomaret pasar minggu,4.1,77,-6.2804467,106.844865,"jl. raya pasar minggu no.8, rt.6/rw.1, ps. minggu, kota jakarta selatan",ChIJz_____DtaS4R2Q5FIFxTxv8,Indomaret,ChIJz_____DtaS4R2Q5FIFxTxv8,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,437
indomaret,4.6,81,-6.275749,106.8414378,"jl. pejaten raya no.1b, rt.7, pejaten bar., kota jakarta selatan",ChIJ63ebeEDyaS4RkvBsuy-1j3o,Indomaret,ChIJ63ebeEDyaS4RkvBsuy-1j3o,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,438
indomaret hybrid pejaten raya,4.3,256,-6.2795623,106.8367311,"jl. pejaten raya no.42, rt.8/rw.10, jati padang, kota jakarta selatan",ChIJL-7KwRXyaS4R1KfdS1lXbjA,Indomaret,ChIJL-7KwRXyaS4R1KfdS1lXbjA,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,439
indomaret,3.5,51,-6.2854094,106.8379601,"jl. raya ragunan no.9, rw.10, ps. minggu, kota jakarta selatan",ChIJmwb3rhPyaS4R_23xpv2E254,Indomaret,ChIJmwb3rhPyaS4R_23xpv2E254,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,440
indomaret rm harsono no.1,0.0,0,-6.3013905,106.8214132,"mrxc+chv, rw.7, ragunan, south jakarta city",ChIJKzbH_nbtaS4RPC_zVyqnB5g,Indomaret,ChIJKzbH_nbtaS4RPC_zVyqnB5g,Ragunan,Pasar Minggu,Kota Jakarta Selatan,441
indomaret kebagusan raya,4.5,400,-6.3034283,106.8267375,"mrwg+jpj, rt.8/rw.7, kebagusan, south jakarta city",ChIJbbdFCvntaS4RhngjQ_Gl0v0,Indomaret,ChIJbbdFCvntaS4RhngjQ_Gl0v0,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,442
indomaret salihara no 10a. t2li,0.0,0,-6.2841965,106.8380562,"jl. salihara no.13, rw.1, ps. minggu, kota jakarta selatan",ChIJWdIwMBPzaS4RLbHyiDEEYZ4,Indomaret,ChIJWdIwMBPzaS4RLbHyiDEEYZ4,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,443
indomaret bu bagus,4.8,12,-6.3064437,106.8305633,"jl. kebagusan ii no.33, rt.1/rw.6, kebagusan, kota jakarta selatan",ChIJ9V6Ft6vtaS4RcOu1gslzJIQ,Indomaret,ChIJ9V6Ft6vtaS4RcOu1gslzJIQ,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,444
indomaret amil pejaten,5.0,2,-6.2736879,106.8335799,"jl. amil no.11, rw.4, pejaten bar., kota jakarta selatan",ChIJwXhXQUjzaS4RyD2u1bivvgU,Indomaret,ChIJwXhXQUjzaS4RyD2u1bivvgU,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,445
indomaret anggrek petukangan,4.0,10,-6.231106,106.7557339,"jl. anggrek, rt.7/rw.5, petukangan utara, kota jakarta selatan",ChIJz6qqqsnwaS4R5k7p_0d1KX8,Indomaret,ChIJz6qqqsnwaS4R5k7p_0d1KX8,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,477
indomaret saidi raya,4.2,13,-6.2412127,106.7563251,"jl. m.saidi raya no: 62 rt. 009 / rw. 01, petukangan selatan, pasanggrahan, rt.7/rw.5, petukangan sel., kota jakarta selatan",ChIJe35tSOjwaS4R6QeisbhjlkM,Indomaret,ChIJe35tSOjwaS4R6QeisbhjlkM,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,478
indomaret pesanggrahan bintaro,3.6,14,-6.2500459,106.7566562,"jl. garuda no.27, rt.5/rw.6, pesanggrahan, kota jakarta selatan",ChIJD9RtOvDwaS4RhDJlnkZFfoE,Indomaret,ChIJD9RtOvDwaS4RhDJlnkZFfoE,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,479
indomaret swadarma 2 {tc5e},4.0,98,-6.236108,106.7608682,"jl. swadarma raya blok haji nuh 1 no.9, rt.10/rw.3, ulujami, kota jakarta selatan",ChIJl0Lx7NzwaS4RvKVM6oOutyw,Indomaret,ChIJl0Lx7NzwaS4RvKVM6oOutyw,Ulujami,Pesanggrahan,Kota Jakarta Selatan,480
indomaret damai pesanggrahan,4.2,9,-6.2424837,106.7558974,"jl. damai no:71 rt 005/ rw 005, petukangan selatan, pasanggrahan, rt.7/rw.5, south petukangan, south jakarta city",ChIJcwAAAOnwaS4RyejTwt6YERQ,Indomaret,ChIJcwAAAOnwaS4RyejTwt6YERQ,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,481
indomaret swadarma 3,5.0,4,-6.233316,106.7605835,"jl. swadarma raya no 26 rt 001 rw 008, rt.11/rw.5, ulujami, south jakarta city",ChIJ4___P-fwaS4R-yxrxTiWMmQ,Indomaret,ChIJ4___P-fwaS4R-yxrxTiWMmQ,Ulujami,Pesanggrahan,Kota Jakarta Selatan,482
indomaret saidi raya 2. tckr,4.3,121,-6.2451289,106.7569883,"no., jl. m. saidi raya no.54, rt.1/rw.5, petukangan sel., kota jakarta selatan",ChIJAZgxPO_waS4RSgVSHG9MFBc,Indomaret,ChIJAZgxPO_waS4RSgVSHG9MFBc,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,483
indomaret ciledug raya. trl0,4.3,256,-6.2364187,106.7579387,"jl. ciledug raya no.51, rt.6/rw.4, petukangan utara, kota jakarta selatan",ChIJCfldOcPwaS4RtrLi0yMazkU,Indomaret,ChIJCfldOcPwaS4RtrLi0yMazkU,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,484
indomaret ulujami,3.9,89,-6.2410821,106.7629435,"jl. ulujami raya no.11, rt.11/rw.5, ulujami, kota jakarta selatan",ChIJ4___P-fwaS4Ra-rEZZq9-CM,Indomaret,ChIJ4___P-fwaS4Ra-rEZZq9-CM,Ulujami,Pesanggrahan,Kota Jakarta Selatan,485
indomaret,5.0,3,-6.2375076,106.7638955,"jl. ciledug raya no.59, rt.1/rw.3, ulujami, kota jakarta selatan",ChIJSaRPzt3waS4R3DqqT8nucVY,Indomaret,ChIJSaRPzt3waS4R3DqqT8nucVY,Ulujami,Pesanggrahan,Kota Jakarta Selatan,486
indomaret kostrad pusri,4.8,17,-6.2337088,106.7574351,"jl. kostrad pusri (sp.mitra diskon) no. 2a, petukangan utara, pasanggrahan, rt.2/rw.11, north petukangan, south jakarta city",ChIJz6qqqsnwaS4RAC370aGrhq4,Indomaret,ChIJz6qqqsnwaS4RAC370aGrhq4,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,487
indomaret pesanggrahan bintaro (tp12),4.1,20,-6.2548842,106.7566629,"jalan uluhjami, rt.12/rw.6, pesanggrahan, rt.12/rw.6, pesanggrahan, rt.12/rw.6, pesanggrahan, kota jakarta selatan",ChIJex_w2-_waS4R6VXC2vkXSFA,Indomaret,ChIJex_w2-_waS4R6VXC2vkXSFA,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,488
indomaret swadarma 1. texu,4.5,60,-6.2283958,106.7606678,"qqc6+j7v, jl. swadarma raya, rt.1/rw.2, ulujami, kota jakarta selatan",ChIJOwckatDwaS4RpIzxDLhO1EM,Indomaret,ChIJOwckatDwaS4RpIzxDLhO1EM,Ulujami,Pesanggrahan,Kota Jakarta Selatan,489
indomaret ulujami 2,4.3,106,-6.2475986,106.7632979,"jl. ulujami raya jl. h. buang no.gg, rt.1/rw.7, ulujami, kota jakarta selatan",ChIJ4___P-fwaS4RZ-EO8PKFun8,Indomaret,ChIJ4___P-fwaS4RZ-EO8PKFun8,Ulujami,Pesanggrahan,Kota Jakarta Selatan,490
indomaret pesanggrahan permai,3.9,15,-6.2375293,106.7545527,"jl. pesanggrahan iv, rt.1/rw.7, petukangan sel., kota jakarta selatan",ChIJz6qqqsnwaS4RxD9ldK9oKKo,Indomaret,ChIJz6qqqsnwaS4RxD9ldK9oKKo,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,491
indomaret palem raya. fgul,4.4,97,-6.2262773,106.7574534,"jl. palem raya no.3, petukangan utara, kota jakarta selatan",ChIJH36UOM7waS4RPJe-iO0msh0,Indomaret,ChIJH36UOM7waS4RPJe-iO0msh0,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,492
"indomaret, taman alfa indah. t039",4.4,163,-6.2241206,106.7548738,"jl. taman alfa indah blok k. 1 no.46-47, rt.10/rw.7, petukangan utara, kota jakarta selatan",ChIJe6ZjJMzwaS4RkAqiCOaJD-E,Indomaret,ChIJe6ZjJMzwaS4RkAqiCOaJD-E,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,493
indomaret bintaro graha,4.3,18,-6.2573003,106.7640903,"jl. bintaro permai, rt.2/rw.9, bintaro, kota jakarta selatan",ChIJt____1DwaS4RKkfX8UBEtdo,Indomaret,ChIJt____1DwaS4RKkfX8UBEtdo,Bintaro,Pesanggrahan,Kota Jakarta Selatan,494
indomaret kesehatan bintar,5.0,2,-6.2678958,106.7617975,"jl. kesehatan raya no.12, rt.10/rw.6, 11, bintaro, kota jakarta selatan",ChIJt____1DwaS4RX_eDTTWVP_k,Indomaret,ChIJt____1DwaS4RX_eDTTWVP_k,Bintaro,Pesanggrahan,Kota Jakarta Selatan,495
indomaret bintaro mulia.,2.0,2,-6.2609562,106.7672112,"jl. rc. veteran raya no.2, rt.10/rw.10, bintaro, kota jakarta selatan",ChIJcQydolXwaS4RhUhvgR38H7M,Indomaret,ChIJcQydolXwaS4RhUhvgR38H7M,Bintaro,Pesanggrahan,Kota Jakarta Selatan,496
indomaret rc veteran,4.4,223,-6.2645803,106.7664311,"jl. rc. veteran raya jl. dahlia no.42e, rt.9/rw.3, bintaro, kota jakarta selatan",ChIJUfoIE1TwaS4RtWJPNqpLxvY,Indomaret,ChIJUfoIE1TwaS4RtWJPNqpLxvY,Bintaro,Pesanggrahan,Kota Jakarta Selatan,497
indomaret depsos raya,4.3,294,-6.2635979,106.7636982,"jl. depsos raya no.4, rw.1, bintaro, kota jakarta selatan",ChIJfdJDkFbwaS4RzRPhnmq9ySw,Indomaret,ChIJfdJDkFbwaS4RzRPhnmq9ySw,Bintaro,Pesanggrahan,Kota Jakarta Selatan,498
indomaret kodam bintaro,4.4,82,-6.2590333,106.7597615,"pqr5+9wp, jl. bintaro permai, rt.4/rw.3, pesanggrahan, kota jakarta selatan",ChIJs2ElFvjwaS4RxGz06AXOrTg,Indomaret,ChIJs2ElFvjwaS4RxGz06AXOrTg,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,499
indomaret veteran 42,4.4,11,-6.264296,106.7661822,"jl. rc. veteran raya no.42, rt.3/rw.1, bintaro, kota jakarta selatan",ChIJo_xXbVTwaS4RzpuiYgv408Y,Indomaret,ChIJo_xXbVTwaS4RzpuiYgv408Y,Bintaro,Pesanggrahan,Kota Jakarta Selatan,500
rc indomaret veteran 2. f70u,4.2,19,-6.2763063,106.7624003,"pqf6+fxg, jl. rc. veteran raya, rt.3/rw.11, bintaro, kota jakarta selatan",ChIJEUakJUnwaS4R5nVu-_yApX4,Indomaret,ChIJEUakJUnwaS4R5nVu-_yApX4,Bintaro,Pesanggrahan,Kota Jakarta Selatan,501
indomaret rc veteran 13,4.4,8,-6.2576627,106.7683716,"4 no.10, rt.4/rw.10, bintaro, kota jakarta selatan",ChIJhw7nnzDxaS4RVsy9lGn0S7U,Indomaret,ChIJhw7nnzDxaS4RVsy9lGn0S7U,Bintaro,Pesanggrahan,Kota Jakarta Selatan,502
indomaret spbu bintaro,4.6,48,-6.2615971,106.7569951,"pqq4+8rr, unnamed road, rt.6/rw.3, pesanggrahan, kota jakarta selatan",ChIJEf3pk_rxaS4R4b0T-ousRiQ,Indomaret,ChIJEf3pk_rxaS4R4b0T-ousRiQ,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,503
indomaret damai pesanggrahan,4.4,102,-6.2487206,106.754172,"jl. damai raya no.5, rt.5/rw.5, petukangan sel., kota jakarta selatan",ChIJL-ueae7waS4RrdvbPbIBUlw,Indomaret,ChIJL-ueae7waS4RrdvbPbIBUlw,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,504
indomaret (bintaro utama),4.9,8,-6.2710224,106.7578861,"jl. taman bintaro no.194, rt.8/rw.11, bintaro, kota jakarta selatan",ChIJtXtyLz_xaS4RNegL6qVJ54I,Indomaret,ChIJtXtyLz_xaS4RNegL6qVJ54I,Bintaro,Pesanggrahan,Kota Jakarta Selatan,505
indomaret puspita raya,4.5,124,-6.2635658,106.7568792,"jl. bintaro puspita raya no.9, rt.9/rw.2, pesanggrahan, kota jakarta selatan",ChIJN6SvsVnwaS4R7Dvnqx_sr4M,Indomaret,ChIJN6SvsVnwaS4R7Dvnqx_sr4M,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,506
indomaret rawa papan,4.1,87,-6.2683369,106.7576132,"jl. rw. papan no.11, rt.5/rw.6, bintaro, kota jakarta selatan",ChIJjV_Ni1rwaS4RQfj-56QgK9w,Indomaret,ChIJjV_Ni1rwaS4RQfj-56QgK9w,Bintaro,Pesanggrahan,Kota Jakarta Selatan,507
indomaret,4.3,10,-6.2724123,106.7527205,"jl. bintaro utama i no.kav 9, rt.4/rw.8, bintaro, kota jakarta selatan",ChIJq8HgY0PwaS4R5UY58R60CRk,Indomaret,ChIJq8HgY0PwaS4R5UY58R60CRk,Bintaro,Pesanggrahan,Kota Jakarta Selatan,508
indomaret ciledug petukangan,4.5,30,-6.236263,106.74756,"jl. ciledug raya no.6b, rt.10/rw.2, petukangan utara, kota jakarta selatan",ChIJzQet4L7waS4RFeApilyOjfw,Indomaret,ChIJzQet4L7waS4RFeApilyOjfw,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,509
indomaret darul fallah 2,4.5,238,-6.2359831,106.7512009,"jl. masjid darul falah no.13, rw.2, petukangan utara, kota jakarta selatan",ChIJgQybDsHwaS4R6ga_XdZJ78Q,Indomaret,ChIJgQybDsHwaS4R6ga_XdZJ78Q,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,510
indomaret,5.0,1,-6.2428182,106.7519549,"jl. kemajuan no.40, rw.2, petukangan sel., kota jakarta selatan",ChIJZetr6vrxaS4RsX9Sa2zGjK0,Indomaret,ChIJZetr6vrxaS4RsX9Sa2zGjK0,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,511
indomaret ciledug sangrilla,4.0,1,-6.2366825,106.7501446,"jl. ciledug raya no.12a, petukangan selatan, pesanggrahan, rt.1/rw.3, south petukangan, south jakarta city",ChIJbfGEHcHwaS4RxKnoSu1bIxk,Indomaret,ChIJbfGEHcHwaS4RxKnoSu1bIxk,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,512
indomaret damai 2 to1u,3.9,77,-6.246344,106.7517615,"jl. damai raya no.17, rt.12/rw.2, petukangan sel., kota jakarta selatan",ChIJ8QWqFezwaS4R_5w0mAxs9dU,Indomaret,ChIJ8QWqFezwaS4R_5w0mAxs9dU,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,513
indomaret inpres pertukangan. txtt,4.0,7,-6.2431066,106.7485969,"no., jl. inpres no.54, rt.14/rw.2, petukangan sel., kota jakarta selatan",ChIJawlqH-vwaS4ROFHJDR7K8YI,Indomaret,ChIJawlqH-vwaS4ROFHJDR7K8YI,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,514
indomaret,3.0,2,-6.2284639,106.7470185,"jl. h. muchtar raya no.1, rw.11, petukangan utara, kota jakarta selatan",ChIJ91a9IMjwaS4RIcKoAkrR_dM,Indomaret,ChIJ91a9IMjwaS4RIcKoAkrR_dM,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,515
indomaret raya muchtar. tp70,4.5,178,-6.2288021,106.7468449,"jl. h. muchtar raya no.9a, rt.6/rw.1, petukangan utara, kota jakarta selatan",ChIJG6pO37fwaS4RdYDjCTDUWMc,Indomaret,ChIJG6pO37fwaS4RdYDjCTDUWMc,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,516
indomaret amd muchtar,4.3,82,-6.2262899,106.7402377,"qpfr+f3q, jl. h. muchtar raya, rt.003/rw.006, petukangan utara, kota jakarta selatan",ChIJeVMAR7HwaS4R4srJiyc2f4c,Indomaret,ChIJeVMAR7HwaS4R4srJiyc2f4c,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,517
indomaret amd manunggal,4.4,209,-6.2303346,106.7508204,"jl. amd manunggal v no.2, rw.10, petukangan utara, kota jakarta selatan",ChIJr5QeJsbwaS4RabTVm0qv1rA,Indomaret,ChIJr5QeJsbwaS4RabTVm0qv1rA,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,518
muchtar indomaret kingdom 2. fvpx,3.8,19,-6.2305823,106.7456635,"jl. h. muchtar raya no.01, rt.5/rw.1, petukangan utara, kota jakarta selatan",ChIJr4-HGLjwaS4Ragtsic4Yjus,Indomaret,ChIJr4-HGLjwaS4Ragtsic4Yjus,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,519
indomaret darul fallah tp13,4.4,159,-6.2333969,106.7515457,"jl. mesjid darul falah no.29d, rt.4/rw.2, petukangan utara, kota jakarta selatan",ChIJV2qZoMXwaS4RiQyhGgeG1xQ,Indomaret,ChIJV2qZoMXwaS4RiQyhGgeG1xQ,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,520
indomaret plus,0.0,0,-6.2240492,106.7547125,"jl. taman alfa indah no.10, rw.7, petukangan utara, kota jakarta selatan",ChIJKxJkI8zwaS4RTDk1MNNsXKU,Indomaret,ChIJKxJkI8zwaS4RTDk1MNNsXKU,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,521
indomaret guru mughni,4.1,41,-6.2269641,106.8213717,"jalan guru mughni no. c4, karet semanggi, setiabudi, rt.5/rw.2, karet semanggi, rt.5/rw.2, karet semanggi, kota jakarta selatan",ChIJ4T8PLOPzaS4RQDVcYaC-IGg,Indomaret,ChIJ4T8PLOPzaS4RQDVcYaC-IGg,Karet Semanggi,Setiabudi,Kota Jakarta Selatan,553
indomaret point,3.3,3,-6.2331067,106.8230684,"patra jasa, jl. gatot subroto, rt.6/rw.3, kuningan, kuningan tim., kota jakarta selatan",ChIJpbNXVUrzaS4Rt_lHfKPzCKM,Indomaret,ChIJpbNXVUrzaS4Rt_lHfKPzCKM,Kuningan Timur,Setiabudi,Kota Jakarta Selatan,554
