nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id.1,nama_kelurahan,nama_kecamatan,nama_kota,nomor
alfamart,3.8,22,-6.2844107,106.7809859,"pondok pinang, south jakarta city",ChIJERDDt8jxaS4RaCqImp2dRvo,Alfamart,ChIJERDDt8jxaS4RaCqImp2dRvo,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,286
alfamart,4.0,20,-6.2582723,106.7839248,"jl. tanah kusir ii no.65, rt.3/rw.011 kel, kby. lama sel., kota jakarta selatan",ChIJEzQd4evxaS4RbvtHCITy4Jw,Alfamart,ChIJEzQd4evxaS4RbvtHCITy4Jw,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,287
alfamart,4.2,123,-6.2547162,106.7836782,"jl.darma putra raya rt 1/7 kel, rt.1/rw.7, kby. lama sel., kota jakarta selatan",ChIJuayCtgjxaS4RBl05CpaSF3Q,Alfamart,ChIJuayCtgjxaS4RBl05CpaSF3Q,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,288
alfamart,4.6,75,-6.2521128,106.783147,"jl. praja dalam k kel, rt.12/rw.2, kby. lama sel., kota jakarta selatan",ChIJFy0cH3DxaS4RqAsb1UlHVzU,Alfamart,ChIJFy0cH3DxaS4RqAsb1UlHVzU,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,289
alfamart kostrad darma putra,4.5,103,-6.2546937,106.7837214,"jl. darma putra raya no.44, rt.1/rw.7, kby. lama sel., kota jakarta selatan",ChIJC8pc2WXxaS4RarJ-FhWCz1c,Alfamart,ChIJC8pc2WXxaS4RarJ-FhWCz1c,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,290
mitra ukm alfamart,0.0,0,-6.2516093,106.7831185,"jl. praja dalam f no.11, rt.11/rw.2, south kebayoran lama, south jakarta city",ChIJGU1_dw_xaS4RKV_Wngx69Ic,Alfamart,ChIJGU1_dw_xaS4RKV_Wngx69Ic,Kebayoran Lama,Kebayoran Lama,Kota Jakarta Selatan,291
alfamart,4.4,26,-6.2570436,106.7772368,"jl. raya ciputat no.3 b rt.003 kel, rt.3/rw.10, kby. lama sel., kota jakarta selatan",ChIJGWL41wbxaS4R-IwO3XiRIaU,Alfamart,ChIJGWL41wbxaS4R-IwO3XiRIaU,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,292
alfamart,4.2,48,-6.2773994,106.7765074,"jl. bukit hijau i no.kel, rt.1/rw.13, pd. pinang, kota jakarta selatan",ChIJhyWzK7TxaS4RGL9d7agofZc,Alfamart,ChIJhyWzK7TxaS4RGL9d7agofZc,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,293
alfamart pondok indah 1,4.3,7,-6.2874722,106.7768054,"jl. bukit hijau i no.12, rt.012/rw.13, pd. pinang, kota jakarta selatan",ChIJQUQy07XxaS4RjrvEhegdQm8,Alfamart,ChIJQUQy07XxaS4RjrvEhegdQm8,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,294
alfamart,5.0,4,-6.2534671,106.7755935,"jl. bintaro raya no.21a, rt.11/rw.10, kby. lama sel., kota jakarta selatan",ChIJcydB66nxaS4RsYN_8dfR-hc,Alfamart,ChIJcydB66nxaS4RsYN_8dfR-hc,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,295
alfamart,4.6,56,-6.250438,106.7817332,"jl. sultan iskandar muda no.72, rt.10/rw.2, kby. lama sel., kota jakarta selatan",ChIJP3zxrTPxaS4R58_AUM2UGGA,Alfamart,ChIJP3zxrTPxaS4R58_AUM2UGGA,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,296
alfamart,5.0,1,-6.2829676,106.7717234,"jl. ciputat raya, jl. pupan kel no.1, rw.8, pd. pinang, kota jakarta selatan",ChIJUSEHg7TxaS4RsI5kfN_QGzs,Alfamart,ChIJUSEHg7TxaS4RsI5kfN_QGzs,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,297
alfamart,4.3,3,-6.2889932,106.7738201,"pq6f+cg4, ruko pasar jumat, jl. nasional 12, rt.10/rw.7, pd. pinang, kota jakarta selatan",ChIJQ8QJ52vxaS4R9ByNQALudjw,Alfamart,ChIJQ8QJ52vxaS4R9ByNQALudjw,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,298
alfamart,4.8,13,-6.2476263,106.7785018,"jl. ciputat raya, rt. 8/8 kel, rt.8/rw.8, kby. lama sel., kota jakarta selatan",ChIJMyzoc8PxaS4Rx4Pb25aRaVI,Alfamart,ChIJMyzoc8PxaS4Rx4Pb25aRaVI,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,299
alfamart,4.4,217,-6.2495325,106.7836804,"jl. praja dalam k kel, rt.4/rw.12, kby. lama sel., kota jakarta selatan",ChIJd2c5ZS3xaS4R0Hfe_IqDLp0,Alfamart,ChIJd2c5ZS3xaS4R0Hfe_IqDLp0,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,300
alfamart ciputat,5.0,2,-6.2799786,106.7724433,"jl. ciputat raya no.21, rt.1/rw.7, pd. pinang, kota jakarta selatan",ChIJVXFUeUHxaS4RWn11bqNkU6A,Alfamart,ChIJVXFUeUHxaS4RWn11bqNkU6A,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,301
alfamart,4.1,12,-6.2665553,106.774843,"jl. ciputat raya kel no.101, rw.4, pd. pinang, kota jakarta selatan",ChIJS00uRKzxaS4RfR-cjilSvTE,Alfamart,ChIJS00uRKzxaS4RfR-cjilSvTE,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,302
alfamart,4.2,20,-6.2751897,106.7734774,"7, jl. ciputat raya no.kel, rw.6, pd. pinang, kota jakarta selatan",ChIJV87Df7PxaS4R7l-FQ1i9YTc,Alfamart,ChIJV87Df7PxaS4R7l-FQ1i9YTc,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,303
alfamart,0.0,0,-6.2644372,106.7750567,"jl. ciputat raya no.25a, rt.6/rw.1, pd. pinang, kota jakarta selatan",ChIJNZ_TjKvxaS4RSpGgi-UQMHE,Alfamart,ChIJNZ_TjKvxaS4RSpGgi-UQMHE,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,304
alfamart ciputat raya 5,4.6,262,-6.2644227,106.7750253,"jl. ciputat raya no.23, rw.1, pd. pinang, kota jakarta selatan",ChIJwYPXjKvxaS4RnddDvAVPi-E,Alfamart,ChIJwYPXjKvxaS4RnddDvAVPi-E,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,305
alfamart,4.1,9,-6.2452254,106.7725276,"jl. peninggaran raya no.kel, rt.8/rw.11, kby. lama utara, kota jakarta selatan",ChIJkUx2wx3xaS4RC4O553KPlfM,Alfamart,ChIJkUx2wx3xaS4RC4O553KPlfM,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan,306
alfamart ciputat raya 2,4.3,88,-6.2750484,106.7735843,"pqff+xcp, rt.7/rw.6, pondok pinang, south jakarta city",ChIJ0-P2f7PxaS4Rcf73HyrOepA,Alfamart,ChIJ0-P2f7PxaS4Rcf73HyrOepA,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,307
alfamart,4.1,52,-6.2382658,106.7723374,"jl. raya ciledug, rt. 5/4 kel, rt.6/rw.11, cipulir, kota jakarta selatan",ChIJa3p8yiXxaS4RfugjuGiw9us,Alfamart,ChIJa3p8yiXxaS4RfugjuGiw9us,Cipulir,Kebayoran Lama,Kota Jakarta Selatan,308
alfamart,4.3,118,-6.228025,106.7785565,"jl. raya kby. lama no.37, rt.5/rw.007 kel, grogol sel., kota jakarta selatan",ChIJl8UlGdXxaS4Rzp4Cn0GDDRY,Alfamart,ChIJl8UlGdXxaS4Rzp4Cn0GDDRY,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan,309
alfamart,4.4,17,-6.2284805,106.7855186,"jl. rawa simprug iii, rt.03, r no.kel, rt.3/rw.9, grogol sel., kota jakarta selatan",ChIJIYHBgDDxaS4RvycdmnfZeP4,Alfamart,ChIJIYHBgDDxaS4RvycdmnfZeP4,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan,310
alfamart express stasiun kebayoran lama,3.6,5,-6.2374573,106.7825889,"jl. st. no.7a, rt.2/rw.1, south, kota jakarta selatan",ChIJ8-2f5VzxaS4RuUIzcDEbZJ8,Alfamart,ChIJ8-2f5VzxaS4RuUIzcDEbZJ8,south,Kebayoran Lama,Kota Jakarta Selatan,311
alfamart,4.6,7,-6.2375671,106.7690621,"jl. ciledug raya kel no.99, rw.5, cipulir, kota jakarta selatan",ChIJW9fq8I3xaS4RxMcrn3PVoYk,Alfamart,ChIJW9fq8I3xaS4RxMcrn3PVoYk,Cipulir,Kebayoran Lama,Kota Jakarta Selatan,312
alfamart,4.3,12,-6.2208661,106.7786611,"jl. raya kby. lama kel no.60, rt.7/rw.2, grogol utara, kota jakarta selatan",ChIJTXm4acHxaS4RKHXcYl6lbG4,Alfamart,ChIJTXm4acHxaS4RKHXcYl6lbG4,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan,313
alfamart,3.3,23,-6.2136295,106.7798298,"jl. raya kby. lama kel no.6, rt.3/rw.1, grogol utara, kota jakarta selatan",ChIJd2BjRnf3aS4RNuD_v9JPHBk,Alfamart,ChIJd2BjRnf3aS4RNuD_v9JPHBk,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan,314
alfamart,4.0,33,-6.2187475,106.7937508,"jl. patal senayan, no. 01, blok f, kav. 197, rt.3/rw.007 kel, grogol utara, kota jakarta selatan",ChIJl4LWWzXxaS4R68Ts7gLQtmg,Alfamart,ChIJl4LWWzXxaS4R68Ts7gLQtmg,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan,315
alfamart,4.1,56,-6.2075073,106.7834121,"jl.kebayoran lama no.21 rt 4/3 kel, jl. raya kby. lama no.2a, rt.4/rw.3, grogol utara, kota jakarta selatan",ChIJlWLFJcX2aS4R6fFLh-CWsAs,Alfamart,ChIJlWLFJcX2aS4R6fFLh-CWsAs,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan,316
alfamart,4.4,24,-6.2572531,106.8177386,"jl. kemang utara, no. 12 d-e, rt. 006/005, kel, rt.6/rw.1, bangka, kota jakarta selatan",ChIJtQRU4H_xaS4R4f3Hqd6dnFE,Alfamart,ChIJtQRU4H_xaS4R4f3Hqd6dnFE,Bangka,Mampang Prapatan,Kota Jakarta Selatan,342
alfamart,4.0,2,-6.2534314,106.8216615,"jl. bangka xi c kel no.26, rt.11/rw.10, pela mampang, kota jakarta selatan",ChIJ87K7nWvzaS4Rle3PP96wwFg,Alfamart,ChIJ87K7nWvzaS4Rle3PP96wwFg,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,343
alfamart,4.3,246,-6.2523984,106.8145319,"jl. bangka raya kel no.101, rt.2/rw.1, pela mampang, kota jakarta selatan",ChIJdQvH69nxaS4RbrLohgHukIQ,Alfamart,ChIJdQvH69nxaS4RbrLohgHukIQ,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,344
alfamart,4.2,283,-6.2491889,106.8186279,"jl. bangka ii kel no.1a, rt.8/rw.3, pela mampang, kota jakarta selatan",ChIJ-dormaPzaS4RlalyMly0C5M,Alfamart,ChIJ-dormaPzaS4RlalyMly0C5M,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,345
alfamart,4.0,5,-6.258383,106.8253662,"jl. duren bangka no.31, d no.kel, rt.6/rw.4, bangka, kota jakarta selatan",ChIJSxYbySzyaS4R2syLNG02aQQ,Alfamart,ChIJSxYbySzyaS4R2syLNG02aQQ,Bangka,Mampang Prapatan,Kota Jakarta Selatan,346
alfamart,4.2,66,-6.2457614,106.8258046,"jl. mampang prpt. raya kel no.58 a, rt.9/rw.3, tegal parang, kota jakarta selatan",ChIJWVXFdyLzaS4R8xNLa-VEm_w,Alfamart,ChIJWVXFdyLzaS4R8xNLa-VEm_w,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,347
alfamart,4.7,7,-6.2662632,106.8239456,"jl. kemang timur no.50, rt.9/rw.003 kel, bangka, kota jakarta selatan",ChIJVSxA1S7yaS4RZ9xhBDqwsbI,Alfamart,ChIJVSxA1S7yaS4RZ9xhBDqwsbI,Bangka,Mampang Prapatan,Kota Jakarta Selatan,348
alfamart,3.5,12,-6.2440528,106.8161758,"jl. bangka raya kel no.31 a, rt.5/rw.5, pela mampang, kota jakarta selatan",ChIJQQRLPWLxaS4Rw_WIE4_HVMw,Alfamart,ChIJQQRLPWLxaS4Rw_WIE4_HVMw,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,349
alfamart bangka 2,4.3,175,-6.2433743,106.8156896,"jl. bangka raya no.26, rt.5/rw.5, pela mampang, kota jakarta selatan",ChIJJcKfPGLxaS4RGLvlj1PN8YY,Alfamart,ChIJJcKfPGLxaS4RGLvlj1PN8YY,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,350
alfamart,3.8,13,-6.2510088,106.8216417,"jl. pondok jaya vi no.31 rt.00 kel, rt.6/rw.6, pela mampang, kota jakarta selatan",ChIJmdxMydLzaS4R3PTMkWwbsm8,Alfamart,ChIJmdxMydLzaS4R3PTMkWwbsm8,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,351
alfamart,4.2,120,-6.245465,106.8186523,"jl. bangka ii kel no.29l, rt.17/rw.2, pela mampang, kota jakarta selatan",ChIJE2FoiNjzaS4RkuhZJgb9Stg,Alfamart,ChIJE2FoiNjzaS4RkuhZJgb9Stg,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,352
alfamart,3.8,39,-6.243284,106.8259296,"jl. mampang prpt. raya kel no.18, rt. 06/03, rt.6/rw.3, mampang prpt., kota jakarta selatan",ChIJ5743TtvzaS4RaNTeZ8xL7Gw,Alfamart,ChIJ5743TtvzaS4RaNTeZ8xL7Gw,Mampang Prapatan,Mampang Prapatan,Kota Jakarta Selatan,353
alfamart,0.0,0,-6.2527996,106.8268128,"jl. mampang prpt. 16 kel no.5, rt.1/rw.6, tegal parang, kota jakarta selatan",ChIJl_om9KjzaS4RGU8Vxu07GBo,Alfamart,ChIJl_om9KjzaS4RGU8Vxu07GBo,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,354
alfamart kapten tendean 2,3.8,11,-6.2400492,106.818981,"jl. kapt. tendean no. 18 b, rt, kel, rt.1/rw.1, pela mampang, kota jakarta selatan",ChIJk9Chmd_zaS4R8JKnx_DYAd4,Alfamart,ChIJk9Chmd_zaS4R8JKnx_DYAd4,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,355
alfamart mampang prapatan 2 (kb48),4.0,4,-6.2527525,106.8268743,"jl. warung buncit raya no.5, rt.4/rw.6, tegal parang, kota jakarta selatan",ChIJgePHgdHzaS4RcdWxMOdPfeA,Alfamart,ChIJgePHgdHzaS4RcdWxMOdPfeA,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,356
alfamart,0.0,0,-6.2300567,106.8187181,"jl. gatot subroto kel no.kav.52, rt.6/rw.1, kuningan bar., kota jakarta selatan",ChIJDxW97RrzaS4RmZsx_ifU4x8,Alfamart,ChIJDxW97RrzaS4RmZsx_ifU4x8,Kuningan Barat,Mampang Prapatan,Kota Jakarta Selatan,357
alfamart buncit 12,4.5,13,-6.2527202,106.826871,"jl. mampang prapatan xiii no.12, rt.1/rw.6, tegal parang, kota jakarta selatan",ChIJpQkMoNHzaS4R2HbnZOycUjU,Alfamart,ChIJpQkMoNHzaS4R2HbnZOycUjU,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,358
alfamart mampang prapatan 2,4.2,180,-6.2433977,106.8291506,"jl. mampang prapatan ii no.19, rt.10/rw.2, mampang prpt., kota jakarta selatan",ChIJv7kzTtvzaS4RPboho4y1LBs,Alfamart,ChIJv7kzTtvzaS4RPboho4y1LBs,Mampang Prapatan,Mampang Prapatan,Kota Jakarta Selatan,359
alfamart mampang prapatan xiv,3.0,1,-6.2512721,106.8313689,"prxj+fgx, rt.9/rw.4, tegal parang, south jakarta city",ChIJaXYbbDDzaS4RLIPv_3bV5Yg,Alfamart,ChIJaXYbbDDzaS4RLIPv_3bV5Yg,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,360
alfamart tegal parang 2,4.2,343,-6.2472825,106.8318862,"jl. tegal parang sel. no.3, rt.4/rw.2, tegal parang, kota jakarta selatan",ChIJyxel_CHzaS4RK3olku7tsH8,Alfamart,ChIJyxel_CHzaS4RK3olku7tsH8,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,361
alfamart,5.0,1,-6.2435925,106.8322469,"jl. tegal parang utara no.23a, rt.15/rw.007, kel, kota jakarta selatan",ChIJ7yB92wvzaS4RB20MfN2CxwI,Alfamart,ChIJ7yB92wvzaS4RB20MfN2CxwI,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,362
alfamart tegal parang selatan,0.0,0,-6.2481087,106.8334975,"jl. tegal parang selatan i no.2, rw.4, tegal parang, kota jakarta selatan",ChIJQzyLgYTzaS4RebsP5hyLO0c,Alfamart,ChIJQzyLgYTzaS4RebsP5hyLO0c,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,363
alfamart tegal parang 3,4.0,148,-6.2436208,106.8322451,"qr4j+hv3, jl. tegal parang utara, rt.4/rw.7, mampang prpt., kota jakarta selatan",ChIJfecMjMTzaS4R4fJ9fakjI5Q,Alfamart,ChIJfecMjMTzaS4R4fJ9fakjI5Q,Mampang Prapatan,Mampang Prapatan,Kota Jakarta Selatan,364
alfamart,4.7,54,-6.2480985,106.8289238,"jl. mampang prapatan viii no.23, rw.2, tegal parang, kota jakarta selatan",ChIJw9fJV1DzaS4R-MkiDQkHMOY,Alfamart,ChIJw9fJV1DzaS4R-MkiDQkHMOY,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan,365
alfamart,4.4,82,-6.233785,106.7573647,"jl. kostrad pusri kel no.42 rt 04/04, rt.4/rw.4, pela mampang, kota jakarta selatan",ChIJV5SblcTwaS4RFahjIV6xK_g,Alfamart,ChIJV5SblcTwaS4RFahjIV6xK_g,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan,366
alfamart,4.5,19,-6.2534048,106.8401304,"jl. duren tiga selatan no.88, rt.1/rw.001 kel, pancoran, kota jakarta selatan",ChIJAXBtHt7zaS4RqSjmY_L6_Tg,Alfamart,ChIJAXBtHt7zaS4RqSjmY_L6_Tg,Pancoran,Mampang Prapatan,Kota Jakarta Selatan,367
alfamart,4.2,77,-6.2617535,106.8336621,"jl. kalibata tengah kel no.60, rt.10/rw.7, kalibata, kota jakarta selatan",ChIJAd72qmHzaS4RFQV01cn-_Vg,Alfamart,ChIJAd72qmHzaS4RFQV01cn-_Vg,Kalibata,Pancoran,Kota Jakarta Selatan,398
alfamart,4.1,48,-6.2658257,106.8352335,"jl.warung jati no.2, kel no.9, rt.4/rw.9, kalibata, kota jakarta selatan",ChIJa4P60zDyaS4R4wTgs1-cS5k,Alfamart,ChIJa4P60zDyaS4R4wTgs1-cS5k,Kalibata,Pancoran,Kota Jakarta Selatan,399
alfamart,4.2,161,-6.2499501,106.8363977,"jl. pancoran barat vii kel no.22, rt.9/rw.6, kalibata, kota jakarta selatan",ChIJ6RtK2MjzaS4RUM3_G2pv1Kc,Alfamart,ChIJ6RtK2MjzaS4RUM3_G2pv1Kc,Kalibata,Pancoran,Kota Jakarta Selatan,400
alfamart,4.3,185,-6.2614857,106.8419188,"jl. kalibata tengah kel no.rt. 001 / 07, rt.2/rw.7, kalibata, kota jakarta selatan",ChIJxx6tdpbzaS4RZ-Qlex8c2vI,Alfamart,ChIJxx6tdpbzaS4RZ-Qlex8c2vI,Kalibata,Pancoran,Kota Jakarta Selatan,401
alfamart,0.0,0,-6.2470074,106.8432948,"gedung l'avenue shop 1, jl. raya pasar minggu kel no.kav.16, rt.1/rw.4, kalibata, kota jakarta selatan",ChIJP1-5SVPzaS4RG7CXt6z9WAA,Alfamart,ChIJP1-5SVPzaS4RG7CXt6z9WAA,Kalibata,Pancoran,Kota Jakarta Selatan,402
alfamart pancoran barat vii,4.6,27,-6.2528699,106.8376863,"jl. pancoran barat vii no.7a, rt.15/rw.1, pancoran, kota jakarta selatan",ChIJR3f96NbzaS4RlJ7hhGiIRj4,Alfamart,ChIJR3f96NbzaS4RlJ7hhGiIRj4,Pancoran,Pancoran,Kota Jakarta Selatan,403
alfamart,3.5,2,-6.2579807,106.8499505,"apartement kalibata city tower nusa indah 08-11 kel, rt.9/rw.4, rawajati, kota jakarta selatan",ChIJgztQ37LzaS4RqexTxSjOLo8,Alfamart,ChIJgztQ37LzaS4RqexTxSjOLo8,Rawajati,Pancoran,Kota Jakarta Selatan,404
alfamart,3.9,108,-6.2656026,106.8508493,"jl. rawajati timur no.kel, rt.7/rw.6, rawajati, kota jakarta selatan",ChIJK3B8r0_yaS4RKn-EKaMgJpM,Alfamart,ChIJK3B8r0_yaS4RKn-EKaMgJpM,Rawajati,Pancoran,Kota Jakarta Selatan,405
alfamart - tower ebony,5.0,1,-6.2572846,106.8526894,"pvv3+33p, rt.9/rw.4, rawajati, south jakarta city",ChIJJwlUwbrzaS4RF4cES_63IzE,Alfamart,ChIJJwlUwbrzaS4RF4cES_63IzE,Rawajati,Pancoran,Kota Jakarta Selatan,406
alfamart,4.1,175,-6.249124,106.8586472,"jl. pengadegan timur raya no.17, rt.3/rw.2, pengadegan, kota jakarta selatan",ChIJSRHaLq_zaS4RM3bNCU2HZd8,Alfamart,ChIJSRHaLq_zaS4RM3bNCU2HZd8,Pengadegan,Pancoran,Kota Jakarta Selatan,407
alfamart,0.0,0,-6.2514477,106.8618801,"jl. pengadegan timur i no.30, rt.7/rw.1, pengadegan, kota jakarta selatan",ChIJ1YYQJfXzaS4RtiFyuIT23go,Alfamart,ChIJ1YYQJfXzaS4RtiFyuIT23go,Pengadegan,Pancoran,Kota Jakarta Selatan,408
alfamart,4.3,271,-6.2465292,106.8553284,"5 jalan pengadegan utara kel no. 6 2, cikoko, kota jakarta selatan",ChIJSzw7gK_zaS4R5IGShG4jJTk,Alfamart,ChIJSzw7gK_zaS4R5IGShG4jJTk,Cikoko,Pancoran,Kota Jakarta Selatan,409
alfamart,4.3,120,-6.2516637,106.8500804,"jl. pengadegan selatan no.no, rt.3/rw.5, pengadegan, kota jakarta selatan",ChIJy5ulebHzaS4RlZiilhvlQuQ,Alfamart,ChIJy5ulebHzaS4RlZiilhvlQuQ,Pengadegan,Pancoran,Kota Jakarta Selatan,410
alfamart,0.0,0,-6.2550819,106.8562552,"woodland park residence tower trembesi, jl. raya kalibata kel no.22, rt.6/rw.7, rawajati, kota jakarta selatan",ChIJGWu7SVDzaS4RQFrnntyC1lo,Alfamart,ChIJGWu7SVDzaS4RQFrnntyC1lo,Rawajati,Pancoran,Kota Jakarta Selatan,411
alfamart,4.0,122,-6.2494,106.84871,"jl. perdatam raya no.35, rt.7/rw.8, pengadegan, kota jakarta selatan",ChIJyX7I3bDzaS4Rb6or_7hHT18,Alfamart,ChIJyX7I3bDzaS4Rb6or_7hHT18,Pengadegan,Pancoran,Kota Jakarta Selatan,412
alfamart pengadengan barat,4.4,85,-6.245896,106.8555588,"jl. pengadegan barat raya no.21, rt.2/rw.6, pengadegan, kota jakarta selatan",ChIJD6Xy_f7zaS4RD9NxgaCPQ9I,Alfamart,ChIJD6Xy_f7zaS4RD9NxgaCPQ9I,Pengadegan,Pancoran,Kota Jakarta Selatan,413
alfamart,4.2,58,-6.289572,106.8126228,"jl. jeruk purut kel no.9 1/3, rt.1/rw.3, cilandak tim., kota jakarta selatan",ChIJf1MDyO3xaS4ReY13GALEP7U,Alfamart,ChIJf1MDyO3xaS4ReY13GALEP7U,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,446
alfamart,4.3,4,-6.3001102,106.8147245,"jl. raya cilandak kko kel no.9, rt.1/rw.8, ragunan, kota jakarta selatan",ChIJozpfomPvaS4RLUTcDjCMduQ,Alfamart,ChIJozpfomPvaS4RLUTcDjCMduQ,Ragunan,Pasar Minggu,Kota Jakarta Selatan,447
alfamart cilandak kko 2,3.7,6,-6.3027794,106.8144748,"jl. raya cilandak kko no.1 c, rt.1/rw.8, ragunan, kota jakarta selatan",ChIJ8VidGwHuaS4RJsdTuMOoQrA,Alfamart,ChIJ8VidGwHuaS4RJsdTuMOoQrA,Ragunan,Pasar Minggu,Kota Jakarta Selatan,448
alfamart,4.3,125,-6.2927034,106.8100407,"jl. tb simatupang kel no.31, rt.2/rw.1, cilandak tim., kota jakarta selatan",ChIJny3gdfzxaS4RUrQCDUZDSHE,Alfamart,ChIJny3gdfzxaS4RUrQCDUZDSHE,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,449
alfamart cilandak kko 3,4.4,63,-6.3094162,106.8138852,"jl. cilandak kko no.1 a rt.014/08, cilandak ragunan rt.1, rt.14/rw.7, ragunan, south jakarta city",ChIJa8XPd0DvaS4RSIXi_ygrEaA,Alfamart,ChIJa8XPd0DvaS4RSIXi_ygrEaA,Ragunan,Pasar Minggu,Kota Jakarta Selatan,450
alfamart,3.6,14,-6.2730548,106.8150264,"jl.kemang selatan x11, kel, rt.11/rw.4, cilandak tim., kota jakarta selatan",ChIJXcA3nYnxaS4RsNTOqAWbAAw,Alfamart,ChIJXcA3nYnxaS4RsNTOqAWbAAw,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,451
alfamart,4.6,72,-6.2772249,106.8204814,"jl. ampera raya no. 120a, rt. 002/010 kel, rt.2/rw.10, ragunan, kota jakarta selatan",ChIJP1_Dhf3zaS4Rusdc7wMlXd8,Alfamart,ChIJP1_Dhf3zaS4Rusdc7wMlXd8,Ragunan,Pasar Minggu,Kota Jakarta Selatan,452
alfamart kemang selatan raya,4.8,24,-6.2739412,106.8189054,"jl. kemang sel. no.4, rw.4, raya, kota jakarta selatan",ChIJoyofGuvzaS4RM0Dyh9j3fPo,Alfamart,ChIJoyofGuvzaS4RM0Dyh9j3fPo,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,453
alfamart,4.7,86,-6.3212652,106.8254171,"jl ry jati padang 6 rt 4/4 kel, rt.11/rw.5, kebagusan, kota jakarta selatan",ChIJ60AxeGztaS4Ru2TlJfZ6_co,Alfamart,ChIJ60AxeGztaS4Ru2TlJfZ6_co,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,454
alfamart,4.4,68,-6.3169421,106.8251017,"jl. kebagusan raya kel, rt.2/rw.4, kebagusan, kota jakarta selatan",ChIJ5ecsNQftaS4R2Gym8QnVXUk,Alfamart,ChIJ5ecsNQftaS4R2Gym8QnVXUk,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,455
alfamart,3.7,15,-6.3127126,106.8257501,"jl. raya jatipadang kel no.16, rt.7/rw.5, kebagusan, kota jakarta selatan",ChIJ-86bRuTtaS4Roa7AGvYD-sg,Alfamart,ChIJ-86bRuTtaS4Roa7AGvYD-sg,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,456
alfamart,0.0,0,-6.3071224,106.8350381,"apart kebagusan city unit 1-ka kel, rt.1/rw.3, kebagusan, kota jakarta selatan",ChIJgfNO4B7taS4R-UWce8QYzk8,Alfamart,ChIJgfNO4B7taS4R-UWce8QYzk8,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,457
