nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,distance
indomaret,4.7,6,-6.3203625,106.8106762,"jl. m. khafi no.62, rt.3/rw.4, jagakarsa, kota jakarta selatan",ChIJWdlCSXPuaS4RzpIWwflyKKU,1966.2337900462453
indomaret m kahfi,3.6,8,-6.3406939,106.8044744,"jl. m. khafi no.5, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJFxAcIIjuaS4RYFvViU4kKeA,583.8835711671006
indomaret timbul (t18j),4.3,87,-6.3517988,106.810539,"jl. timbul no.37, rt.1/rw.3, cipedak, kota jakarta selatan",ChIJ9SsEQJvuaS4RNq5qlCDIJtw,1547.7096113630137
indomaret srengseng,4.3,195,-6.3455694,106.8262261,"jl. yon zikon 14 no.1-32, rt.6/rw.6, srengseng sawah, kota jakarta selatan",ChIJ-2nJhS7saS4RpCO7nEHGBsU,2084.214549052662
indomaret brigif raya,4.3,135,-6.3442002,106.8017057,"jl. brigif no.15, rt.1/rw.1, cipedak, kota jakarta selatan",ChIJh-0yE4nuaS4RT4cgaf1ZTk8,1062.2690111770714
indomaret ciremai jagakarsa,3.9,22,-6.3245086,106.8113082,"jl. m.kahfi 1 rt 01/rw 04, jagakarsa, jagakarsa, rt.2/rw.7, jagakarsa, south jakarta city",ChIJcQAAANntaS4RAesd4Pw1hXk,1518.143657693632
indomaret raya jagakarsa,4.4,221,-6.3273649,106.8163662,"no., jl. raya jagakarsa no.2, rt.10/rw.2, jagakarsa, kota jakarta selatan",ChIJnz15NXbuaS4RjtdQGUQE7gY,1433.2565342511596
indomaret masjid annur,2.0,3,-6.3464005,106.8143894,"jl. moh. kafi no.24, rt.2/rw.5, cipedak, kota jakarta selatan",ChIJF2LOzoPuaS4RGhpeBivt3Zk,1111.7450439646173
indomaret,4.0,1,-6.3566026,106.8093138,"jl. moch. kahfi ii no.6, rw.3, cipedak, kota jakarta selatan",ChIJ69Imd5nuaS4R4l3iPtF1Wmw,2072.6656268027486
indomaret,0.0,0,-6.335050799999999,106.8131039,"jl. sadar raya no.75 a, rw.2, ciganjur, kota jakarta selatan",ChIJK1AskZ3vaS4REypC6pL89EA,558.479316826979
indomaret fresh,4.0,4,-6.3461701,106.8028596,"jl. m. khafi no.2-34, rt.4/rw.1, cipedak, kota jakarta selatan",ChIJ3YjtL_zvaS4Rnl104wRCVD8,1136.2620180436124
indomaret,4.5,44,-6.3387782,106.8218532,"jl. moch. kahfi ii no.14e, rt.1/rw.4, ciganjur, kota jakarta selatan",ChIJ-Q7w6dTtaS4RDEfVifDRyGE,1424.6161722264026
indomaret timbul iv a,4.4,183,-6.351852500000001,106.807109,"jl. timbul iv no.8, rt.8/rw.6, cipedak, kota jakarta selatan",ChIJ7WecLyzvaS4Rn9KPGUD4Ljg,1558.073407260999
indomaret - warung silah no.27,4.3,80,-6.3448961,106.8089498,"2, jl. wr. sila no.21, rw.5, ciganjur, kota jakarta selatan",ChIJw0MeY4buaS4RXvv9hDhmtt4,770.6604909263096
indomaret m kahfi 4,4.5,212,-6.350038899999999,106.8016393,"jalan muhammad kahfi i, rt.6/rw.1, cipedak, jagakarsa, rt.6/rw.1, cipedak, kota jakarta selatan",ChIJ6cQUFo7uaS4R-_kInWNWM1E,1569.0657029167842
indomaret pertigaan sadar,3.2,5,-6.3440661,106.8121865,"jl. wr. sila no.15, rt.1/rw.5, ciganjur, kota jakarta selatan",ChIJZ5dPNIHuaS4RrO2wSc7g9dk,764.9039177667524
