nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id.1,nama_kelurahan,nama_kecamatan,nama_kota,nomor,jarak_terkecil_lat,jarak_terkecil_lng,jarak_terkecil_nama_tempat,jarak_terkecil_alamat,jarak_terkecil_values,berdekatan_30m,berdekatan_50m
indomaret,4.3,104,-6.302203,106.7919364,"jl. lb. bulus iii no.40, rt.9/rw.7, cilandak bar., kota jakarta selatan",ChIJaxj8TyDuaS4RmJ8rDkpB2GA,Indomaret,ChIJaxj8TyDuaS4RmJ8rDkpB2GA,Cilandak Barat,Cilandak,Kota Jakarta Selatan,0,-6.3050746,106.794028,alfamart pondok labu,"jl. pd. labu 1 no.40, rt.2/rw.7, pd. labu, kota jakarta selatan",394.2039978797804,no,no
indomaret,0.0,0,-6.3070032,106.7936899,"10, rt.4/rw.10, pondok labu, south jakarta city",ChIJPz4W5BPvaS4RoUnKBAiaL3o,Indomaret,ChIJPz4W5BPvaS4RoUnKBAiaL3o,Pondok Labu,Cilandak,Kota Jakarta Selatan,1,-6.3050746,106.794028,alfamart pondok labu,"jl. pd. labu 1 no.40, rt.2/rw.7, pd. labu, kota jakarta selatan",217.6820973818952,no,no
indomaret bdn raya,4.2,66,-6.2793922,106.7984418,"jl. bdn raya no.10, rt.10/rw.11, cilandak bar., kota jakarta selatan",ChIJKZqyypTxaS4RkjwUtyXrkBY,Indomaret,ChIJKZqyypTxaS4RkjwUtyXrkBY,Cilandak Barat,Cilandak,Kota Jakarta Selatan,2,-6.2799761,106.79663,alfamart fatmawati 4,"jl. rs. fatmawati raya no.4, rt.3/rw.10, cilandak bar., kota jakarta selatan",210.51680663922798,no,no
indomaret,4.7,3,-6.2782231,106.797096,"jl. rs. fatmawati raya no.7, rt.8/rw.6, gandaria sel., kota jakarta selatan",ChIJzVqDlcTxaS4Rwlnqrz5hXbo,Indomaret,ChIJzVqDlcTxaS4Rwlnqrz5hXbo,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,3,-6.2799761,106.79663,alfamart fatmawati 4,"jl. rs. fatmawati raya no.4, rt.3/rw.10, cilandak bar., kota jakarta selatan",201.61502841250874,no,no
indomaret karang tengah raya,4.3,108,-6.3013439,106.7805495,"bona indah plaza, jl. karang tengah raya no.1, rt.5/rw.4, lb. bulus, kota jakarta selatan",ChIJ7aqqqinuaS4RKy68g0RuyMk,Indomaret,ChIJ7aqqqinuaS4RKy68g0RuyMk,Lebak Bulus,Cilandak,Kota Jakarta Selatan,4,-6.303783,106.7814079,alfamart,"jl. karang tengah raya no.kel, rt.6/rw.4, lb. bulus, kota jakarta selatan",287.33074031122953,no,no
indomaret,0.0,0,-6.2910563,106.7949517,"jl. pejaten raya no.19 a, rt.18/rw.2, jati padang, kota jakarta selatan",ChIJZW196Q7xaS4R95E7nWT6Da4,Indomaret,ChIJZW196Q7xaS4R95E7nWT6Da4,Jati Padang,Cilandak,Kota Jakarta Selatan,5,-6.2904353,106.7954148,alfamart,"jl. rs. fatmawati raya kel no.33, rt. 01/09, rt.1/rw.9, cilandak bar., kota jakarta selatan",85.9537032167827,no,no
indomaret spbu terogong,4.8,8,-6.2821542,106.7916131,"jl. terogong raya no.16, rt.10/rw.10, cilandak bar., kota jakarta selatan",ChIJj-UaO5zxaS4RHGBB4QPZ-0Y,Indomaret,ChIJj-UaO5zxaS4RHGBB4QPZ-0Y,Cilandak Barat,Cilandak,Kota Jakarta Selatan,6,-6.2822937,106.7923652,alfamart,"jl. terogong raya no.kel, rt.9/rw.10, cilandak bar., kota jakarta selatan",84.56248738633344,no,no
indomaret spbu simatupang,4.2,22,-6.2928207,106.794356,"pq4v+vph, jl. r.a. kartini, rt.1/rw.4, cilandak bar., kota jakarta selatan",ChIJPd3qm93xaS4Ry_DGnmEAInk,Indomaret,ChIJPd3qm93xaS4Ry_DGnmEAInk,Cilandak Barat,Cilandak,Kota Jakarta Selatan,7,-6.2943276,106.7947017,alfamart pos fatmawati(1m1f),"jl. rs. fatmawati raya no.10, rt.2/rw.4, cilandak bar., kota jakarta selatan",171.8609788080867,no,no
indomaret golden fatmawati,0.0,0,-6.2777755,106.7968703,"jl. rs. fatmawati no. 15 ab gandaria selatan cilandak jakarta selatan dki jakarta rt.8, rw.6, gandaria sel., kota jakarta selatan",ChIJSShBVZDxaS4Rte30BlBPAO4,Indomaret,ChIJSShBVZDxaS4Rte30BlBPAO4,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,8,-6.2799761,106.79663,alfamart fatmawati 4,"jl. rs. fatmawati raya no.4, rt.3/rw.10, cilandak bar., kota jakarta selatan",246.1331107843144,no,no
indomaret fatmawati 26,4.3,6,-6.3043705,106.7951843,"jl. rs. fatmawati raya no.26, rt.1/rw.7, pd. labu, kota jakarta selatan",ChIJ-WTA4iHuaS4RhhDcoecn57U,Indomaret,ChIJ-WTA4iHuaS4RhhDcoecn57U,Pondok Labu,Cilandak,Kota Jakarta Selatan,9,-6.3050746,106.794028,alfamart pondok labu,"jl. pd. labu 1 no.40, rt.2/rw.7, pd. labu, kota jakarta selatan",149.87275550712982,no,no
indomaret,4.4,26,-6.2962454,106.7892345,"pq3q+gmh, jl. lb. bulus i, rt.3/rw.4, cilandak bar., kota jakarta selatan",ChIJsbv9uN7xaS4RK2vE-f9VboA,Indomaret,ChIJsbv9uN7xaS4RK2vE-f9VboA,Cilandak Barat,Cilandak,Kota Jakarta Selatan,10,-6.2962773,106.7897248,alfamart,"jl. lebak bulus 1 rt 3/4 kel, rt.3/rw.4, cilandak bar., kota jakarta selatan",54.306063737623205,no,no
indomaret minimarket bona indah plaza,4.5,6,-6.3009042,106.7806588,"bona indah plaza no.a2/d3 jl. karang tengah raya, rt.7/rw.6, lb. bulus, kota jakarta selatan",ChIJJesreyjuaS4RF1nrMU1l0JE,Indomaret,ChIJJesreyjuaS4RF1nrMU1l0JE,Lebak Bulus,Cilandak,Kota Jakarta Selatan,11,-6.303783,106.7814079,alfamart,"jl. karang tengah raya no.kel, rt.6/rw.4, lb. bulus, kota jakarta selatan",330.64185862648685,no,no
indomaret taman cilandak,5.0,4,-6.2930967,106.7920496,"jl. taman cilandak raya no.9, rt.11/rw.4, cilandak bar., kota jakarta selatan",ChIJv01rArvxaS4RuUFeXimA3zk,Indomaret,ChIJv01rArvxaS4RuUFeXimA3zk,Cilandak Barat,Cilandak,Kota Jakarta Selatan,12,-6.2943276,106.7947017,alfamart pos fatmawati(1m1f),"jl. rs. fatmawati raya no.10, rt.2/rw.4, cilandak bar., kota jakarta selatan",323.5035673917214,no,no
indomaret bango raya,0.0,0,-6.3075877,106.8039904,"jl. bango ii no.31, rw.3, pd. labu, kota jakarta selatan",ChIJXTAa0H_vaS4R5_VN2xv2sJA,Indomaret,ChIJXTAa0H_vaS4R5_VN2xv2sJA,Pondok Labu,Cilandak,Kota Jakarta Selatan,13,-6.3132072,106.8032178,alfamart,"jl. margasatwa raya no 14a-c, kel, rt.1/rw.3, pd. labu, kota jakarta selatan",630.6680645857653,no,no
indomaret abu serin,4.5,10,-6.2757433,106.7971777,"jl. abuserin no.5, rt.10/rw.6, gandaria sel., kota jakarta selatan",ChIJXQQSNpTxaS4RsGiRh1Rrct0,Indomaret,ChIJXQQSNpTxaS4RsGiRh1Rrct0,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,14,-6.2799761,106.79663,alfamart fatmawati 4,"jl. rs. fatmawati raya no.4, rt.3/rw.10, cilandak bar., kota jakarta selatan",474.5436078460637,no,no
indomaret bona indah 2,4.9,15,-6.2963167,106.7891712,"jl. lb. bulus i no.35b, rt.3/rw.4, cilandak bar., kota jakarta selatan",ChIJF35byhHxaS4RhU4r6frWhIo,Indomaret,ChIJF35byhHxaS4RhU4r6frWhIo,Cilandak Barat,Cilandak,Kota Jakarta Selatan,15,-6.2962773,106.7897248,alfamart,"jl. lebak bulus 1 rt 3/4 kel, rt.3/rw.4, cilandak bar., kota jakarta selatan",61.34293146413785,no,no
indomaret fatmawati 20,0.0,0,-6.2813511,106.7963965,"pq9w+fh2, west cilandak, south jakarta city",ChIJrTZnpp_xaS4RW53IaKnPsIc,Indomaret,ChIJrTZnpp_xaS4RW53IaKnPsIc,Cilandak Barat,Cilandak,Kota Jakarta Selatan,16,-6.2799761,106.79663,alfamart fatmawati 4,"jl. rs. fatmawati raya no.4, rt.3/rw.10, cilandak bar., kota jakarta selatan",155.05613589199046,no,no
indomaret plus,4.3,229,-6.2963734,106.7948721,"5, jl. rs. fatmawati raya no.35, rt.5/rw.4, cilandak bar., kota jakarta selatan",ChIJd96Hv-DxaS4RHJwKA-4iFZI,Indomaret,ChIJd96Hv-DxaS4RHJwKA-4iFZI,Cilandak Barat,Cilandak,Kota Jakarta Selatan,17,-6.2943276,106.7947017,alfamart pos fatmawati(1m1f),"jl. rs. fatmawati raya no.10, rt.2/rw.4, cilandak bar., kota jakarta selatan",228.26117488680381,no,no
indomaret pintu barat ragunan (t1y7),0.0,0,-6.3104305,106.8159192,"14, jl. margasatwa baru no.45, rw.8, jagakarsa, kota jakarta selatan",ChIJwcwxNEXvaS4RiKmoGQ6V0pU,Indomaret,ChIJwcwxNEXvaS4RiKmoGQ6V0pU,Jagakarsa,Cilandak,Kota Jakarta Selatan,18,-6.3094162,106.8138852,alfamart cilandak kko 3,"jl. cilandak kko no.1 a rt.014/08, cilandak ragunan rt.1, rt.14/rw.7, ragunan, south jakarta city",251.50709815590412,no,no
indomaret karang tengah 39,4.4,90,-6.3059123,106.7816935,"mqvj+jmp, rt.6/rw.4, lebak bulus, south jakarta city",ChIJraDzUtLvaS4RD7IR82uJtEo,Indomaret,ChIJraDzUtLvaS4RD7IR82uJtEo,Lebak Bulus,Cilandak,Kota Jakarta Selatan,19,-6.3065871,106.7813887,sumber alfaria trijaya. pt (alfamart),"jl. karang tengah raya no.29, rt.6/rw.4, lb. bulus, kota jakarta selatan",82.24957841396859,no,no
indomaret h. batong,3.9,60,-6.2868579,106.7903161,"jl. h.batong raya rt007/rw006, cilandak barat, cilandak, rt.7/rw.6, west cilandak, south jakarta city",ChIJAQAAAOfxaS4R6wrqsJtf5pk,Indomaret,ChIJAQAAAOfxaS4R6wrqsJtf5pk,Cilandak Barat,Cilandak,Kota Jakarta Selatan,20,-6.2875123,106.7906552,alfamart muhasyim,"jl. kh muhasim raya no.9, rw.6, cilandak bar., kota jakarta selatan",81.8511451890073,no,no
indomaret hybrid lebak bulus/008,4.6,13,-6.3101176,106.780875,"jl. karang tengah raya no.1, rt.1/rw.3, lb. bulus, kota jakarta selatan",ChIJBwBd3S_uaS4RMBfxWKiy408,Indomaret,ChIJBwBd3S_uaS4RMBfxWKiy408,Lebak Bulus,Cilandak,Kota Jakarta Selatan,21,-6.3065871,106.7813887,sumber alfaria trijaya. pt (alfamart),"jl. karang tengah raya no.29, rt.6/rw.4, lb. bulus, kota jakarta selatan",396.65845777627175,no,no
indomaret asem 2.,3.8,23,-6.272082,106.8009549,"jl. asem dua no.26, rt.14/rw.5, cipete sel., kota jakarta selatan",ChIJs6y5G5HxaS4RurVX3sajfVU,Indomaret,ChIJs6y5G5HxaS4RurVX3sajfVU,Cipete Selatan,Cilandak,Kota Jakarta Selatan,22,-6.2706697,106.7969812,alfamart mangga raya,"rt.1/rw.4, gandaria sel., kota jakarta selatan",466.44261046281264,no,no
indomaret berlian ii cilandak,4.5,2,-6.2965402,106.8005802,"pr32+96p, rt.6/rw.2, west cilandak, south jakarta city",ChIJDaAAxvjxaS4RX-J08P1H7ug,Indomaret,ChIJDaAAxvjxaS4RX-J08P1H7ug,Cilandak Barat,Cilandak,Kota Jakarta Selatan,23,-6.2929597,106.803038,alfamart,"sovereign plaza, gedung, jl. tb simatupang kel no.kav.36, rt.2/rw.2, west cilandak, south jakarta city",481.9782916170582,no,no
indomaret,2.0,4,-6.2898389,106.7781069,"jl. r.a. kartini no.49, rt.9/rw.7, lb. bulus, kota jakarta selatan",ChIJEaTZ42DxaS4R044D9l8J_vQ,Indomaret,ChIJEaTZ42DxaS4R044D9l8J_vQ,Lebak Bulus,Cilandak,Kota Jakarta Selatan,24,-6.2874722,106.7768054,alfamart pondok indah 1,"jl. bukit hijau i no.12, rt.012/rw.13, pd. pinang, kota jakarta selatan",299.9145267589154,no,no
indomaret pinang raya,4.1,147,-6.3081054,106.7981876,"jl. pinang raya no.9, rt.2/rw.9, pd. labu, kota jakarta selatan",ChIJteuioxnuaS4R3u6TiMK2DHc,Indomaret,ChIJteuioxnuaS4R3u6TiMK2DHc,Pondok Labu,Cilandak,Kota Jakarta Selatan,25,-6.3083256,106.7978603,alfamart,"jl. pinang raya kel no.6, rt.2/rw.2, pd. labu, kota jakarta selatan",43.681415289039045,no,yes
indomaret bona indah,3.2,5,-6.2974692,106.7824281,"indomaret, jl. lb. bulus i no.23, rt.1/rw.1, lebak bulus, south jakarta city",ChIJ5cZCSA_xaS4RWfbV5rM0sBg,Indomaret,ChIJ5cZCSA_xaS4RWfbV5rM0sBg,Lebak Bulus,Cilandak,Kota Jakarta Selatan,26,-6.3037727,106.7821517,bright by alfamart,"jl. karang tengah raya no.71, rt.7/rw.4, lb. bulus, kota jakarta selatan",701.5835861324485,no,no
indomaret pondok labu,4.1,52,-6.3109767,106.7934225,"jl. rs fatmawati no.8, rt.7/rw.1, pd. labu, kota jakarta selatan",ChIJuZWfRT3uaS4RPJR0-gix6to,Indomaret,ChIJuZWfRT3uaS4RPJR0-gix6to,Pondok Labu,Cilandak,Kota Jakarta Selatan,27,-6.3105462,106.7937534,alfamart,"jl. pd. labu raya no.7, rw.1, pd. labu, kota jakarta selatan",60.24085964446946,no,no
post shop indomaret,3.0,5,-6.2947447,106.795399,"jl. rs. fatmawati raya no.10, rt.1/rw.4, cilandak bar., kota jakarta selatan",ChIJbd1pUOfxaS4Rt-kFPuyDtsk,Indomaret,ChIJbd1pUOfxaS4Rt-kFPuyDtsk,Cilandak Barat,Cilandak,Kota Jakarta Selatan,28,-6.2943276,106.7947017,alfamart pos fatmawati(1m1f),"jl. rs. fatmawati raya no.10, rt.2/rw.4, cilandak bar., kota jakarta selatan",89.94814975875376,no,no
indomaret h.ipin,4.3,123,-6.3118874,106.7902907,"jl. h. ipin no.11, rw.1, pd. labu, kota jakarta selatan",ChIJWagF6TzuaS4RChibXwRnJgA,Indomaret,ChIJWagF6TzuaS4RChibXwRnJgA,Pondok Labu,Cilandak,Kota Jakarta Selatan,29,-6.3101879,106.7901479,alfamart,"jl. h. ipin kel no.45 - a, rt.11/rw.1, pd. labu, kota jakarta selatan",189.6339324734803,no,no
bii atm indomaret bona indah 1,4.3,142,-6.2876105,106.7772803,"jl. lebak bulus 1, cilandak, jakarta selatan, rt.1/rw.1, lebak bulus, south jakarta city",ChIJF9Syud7xaS4RCaXavhh53AA,Indomaret,ChIJF9Syud7xaS4RCaXavhh53AA,Lebak Bulus,Cilandak,Kota Jakarta Selatan,30,-6.2874722,106.7768054,alfamart pondok indah 1,"jl. bukit hijau i no.12, rt.012/rw.13, pd. pinang, kota jakarta selatan",54.695303680380356,no,no
indomaret caringin,4.5,183,-6.2831999,106.7926034,"jl. caringin utara no.32, rw.10, cilandak bar., kota jakarta selatan",ChIJMRDIwMHxaS4RGxUodpMMNq8,Indomaret,ChIJMRDIwMHxaS4RGxUodpMMNq8,Cilandak Barat,Cilandak,Kota Jakarta Selatan,31,-6.2822937,106.7923652,alfamart,"jl. terogong raya no.kel, rt.9/rw.10, cilandak bar., kota jakarta selatan",104.14760403742464,no,no
indomaret fatmawati no.6,3.9,13,-6.2942065,106.7950223,"jl. rs. fatmawati raya no.6, rt.2/rw.5, cilandak bar., kota jakarta selatan",ChIJ6yLv7KvxaS4RlTGBTyv0phM,Indomaret,ChIJ6yLv7KvxaS4RlTGBTyv0phM,Cilandak Barat,Cilandak,Kota Jakarta Selatan,32,-6.2943276,106.7947017,alfamart pos fatmawati(1m1f),"jl. rs. fatmawati raya no.10, rt.2/rw.4, cilandak bar., kota jakarta selatan",37.90661688713191,no,yes
indomaret fatmawati 33d,5.0,1,-6.2664857,106.7975475,"rt 03 no, jl. rs. fatmawati raya no.33c, rt.2/rw.2, gandaria sel., kota jakarta selatan",ChIJsZgWTnXxaS4R_vrbAMPG_9c,Indomaret,ChIJsZgWTnXxaS4R_vrbAMPG_9c,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,33,-6.2665447,106.7971267,di depan alfamart,"jl. rs. fatmawati raya no.33, rw.2, gandaria sel., kota jakarta selatan",46.97171780172848,no,yes
indomaret fatmawati raya,4.2,18,-6.2695941,106.7975764,"jl. rs. fatmawati raya no.27, rt.1/rw.5, cipete sel., kota jakarta selatan",ChIJDwAAAJHxaS4RELZlVPfYtVg,Indomaret,ChIJDwAAAJHxaS4RELZlVPfYtVg,Cipete Selatan,Cilandak,Kota Jakarta Selatan,34,-6.2706697,106.7969812,alfamart mangga raya,"rt.1/rw.4, gandaria sel., kota jakarta selatan",136.50085817432344,no,no
indomaret palem raya,1.0,1,-6.271645,106.803089,"jl. palem no.5, rt.14/rw.5, cipete sel., kota jakarta selatan",ChIJDwAAAJHxaS4RjyudUxZZxus,Indomaret,ChIJDwAAAJHxaS4RjyudUxZZxus,Cipete Selatan,Cilandak,Kota Jakarta Selatan,35,-6.2670737,106.8019836,sumber alfaria trijaya. pt (alfamart),"jl. abdul majid raya no.33, rt.11/rw.7, cipete utara, kota jakarta selatan",522.7838948751795,no,no
indomaret fatmawati 2,3.8,11,-6.2682054,106.7970959,"jalan rs. fatmawati no. 5, cilandak, rt.1/rw.3, gandaria sel., kota jakarta selatan",ChIJFb9gM5jxaS4Rq1wKzoM3qas,Indomaret,ChIJFb9gM5jxaS4Rq1wKzoM3qas,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,36,-6.2676196,106.7970639,alfamart,"jl. rs. fatmawati raya kel no.17 rt 002/002, rt.2/rw.2, gandaria sel., kota jakarta selatan",65.2340354316151,no,no
indomaret haji nawi ( tq03 ),0.0,0,-6.2637034,106.7954092,"4, jl. h. nawi raya no.28a, rt.4/rw.7, gandaria sel., kota jakarta selatan",ChIJ4dWEmRnxaS4RQFHJI6sgsqk,Indomaret,ChIJ4dWEmRnxaS4RQFHJI6sgsqk,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,37,-6.2665447,106.7971267,di depan alfamart,"jl. rs. fatmawati raya no.33, rw.2, gandaria sel., kota jakarta selatan",368.58547812768506,no,no
indomaret madrasah,4.3,89,-6.266465,106.7914699,"no, jl. madrasah no.17, rt.7/rw.1, gandaria sel., kota jakarta selatan",ChIJ14sVU6LxaS4Rrt0AdBPZjQM,Indomaret,ChIJ14sVU6LxaS4Rrt0AdBPZjQM,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,38,-6.2670475,106.792991,alfamart,"jl. madrasah kel no.48, rt.8/rw.1, gandaria sel., kota jakarta selatan",180.17317049018985,no,no
mitra umkm indomaret,0.0,0,-6.2695104,106.7975699,"pqjx+52v, jl. rs. fatmawati raya, rt.6/rw.5, cipete sel., kota jakarta selatan",ChIJYWqPfpfxaS4RB7eEa52T3-0,Indomaret,ChIJYWqPfpfxaS4RB7eEa52T3-0,Cipete Selatan,Cilandak,Kota Jakarta Selatan,39,-6.2706697,106.7969812,alfamart mangga raya,"rt.1/rw.4, gandaria sel., kota jakarta selatan",144.40000153590117,no,no
indomaret (abdul majid),4.4,207,-6.266423,106.8061697,"jl. cipete utara no.4, rt.17/rw.2, cipete sel., kota jakarta selatan",ChIJtzSt1YTxaS4RFu6cHY0WKkQ,Indomaret,ChIJtzSt1YTxaS4RFu6cHY0WKkQ,Cipete Selatan,Cilandak,Kota Jakarta Selatan,40,-6.266536,106.8103135,alfamart,"jl. pelita no.99a, rt.8/rw.7, cipete utara, kota jakarta selatan",458.1893842145242,no,no
indomaret exit mrt h nawi,5.0,1,-6.266061,106.7975764,"jl. rs. fatmawati raya no.2, rt.4/rw.5, cipete sel., kota jakarta selatan",ChIJyzZxP67xaS4RMbpMyvQ2wbU,Indomaret,ChIJyzZxP67xaS4RMbpMyvQ2wbU,Cipete Selatan,Cilandak,Kota Jakarta Selatan,41,-6.2665447,106.7971267,di depan alfamart,"jl. rs. fatmawati raya no.33, rw.2, gandaria sel., kota jakarta selatan",73.23582499553868,no,no
indomaret reno pangkalan jati,4.4,61,-6.3131032,106.7963693,"jl. pangkalan jati no.8, rt.2/rw.5, pd. labu, kota jakarta selatan",ChIJ_YPzTRbuaS4RBMIVZIUvApQ,Indomaret,ChIJ_YPzTRbuaS4RBMIVZIUvApQ,Pondok Labu,Cilandak,Kota Jakarta Selatan,42,-6.3127449,106.7967237,alfamart,"jl. margasatwa no.1, rt.1/rw.2 kel, pd. labu, kota jakarta selatan",55.87037099154987,no,no
indomaret adhiyaksa lebak bulus,4.5,13,-6.2977921,106.7762749,"4, jl. adhyaksa vii no.5, rw.5, lb. bulus, kota jakarta selatan",ChIJo6D2K9TxaS4RRAFRFQZF85I,Indomaret,ChIJo6D2K9TxaS4RRAFRFQZF85I,Lebak Bulus,Cilandak,Kota Jakarta Selatan,43,-6.3002921,106.776064,alfamart batan,"jl. lb. bulus no.48, rt.3/rw.4, lb. bulus, kota jakarta selatan",278.96324626529366,no,no
indomaret,4.0,1,-6.3110032,106.7935373,"mqqv+hcv, jl. h. ipin, rt.7/rw.1, pd. labu, kota jakarta selatan",ChIJI9WSpdXvaS4RyrpdfY2WyYA,Indomaret,ChIJI9WSpdXvaS4RyrpdfY2WyYA,Pondok Labu,Cilandak,Kota Jakarta Selatan,44,-6.3105462,106.7937534,alfamart,"jl. pd. labu raya no.7, rw.1, pd. labu, kota jakarta selatan",56.14899691521951,no,no
indomaret margasatwa raya,3.6,48,-6.3130393,106.8000683,"jl. margasatwa no.41, rt.8/rw.2, pd. labu, kota jakarta selatan",ChIJP8XfLBHuaS4RUZWOBnFgxCo,Indomaret,ChIJP8XfLBHuaS4RUZWOBnFgxCo,Pondok Labu,Cilandak,Kota Jakarta Selatan,45,-6.3130741,106.8004155,alfamart margasatwa raya,"jl. margasatwa no.90, rt.8/rw.2, pd. labu, kota jakarta selatan",38.5674313381001,no,yes
indomaret,4.3,190,-6.310845,106.8031917,"jalan margasatwa, rt.1/rw.3, pondok labu, cilandak, rt.1/rw.3, pd. labu, kota jakarta selatan",ChIJz_7MYxDuaS4RL6XfEsDgb-M,Indomaret,ChIJz_7MYxDuaS4RL6XfEsDgb-M,Pondok Labu,Cilandak,Kota Jakarta Selatan,46,-6.3132072,106.8032178,alfamart,"jl. margasatwa raya no 14a-c, kel, rt.1/rw.3, pd. labu, kota jakarta selatan",262.68085743936496,no,no
indomaret,4.7,6,-6.3203625,106.8106762,"jl. m. khafi no.62, rt.3/rw.4, jagakarsa, kota jakarta selatan",ChIJWdlCSXPuaS4RzpIWwflyKKU,Indomaret,ChIJWdlCSXPuaS4RzpIWwflyKKU,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,74,-6.3270311,106.8144222,alfamart,"jl.jagakarsa kp.kandang no.50, rt.6/rw.4, kel, kota jakarta selatan",849.2603825806126,no,no
indomaret ciremai jagakarsa,3.9,22,-6.3245086,106.8113082,"jl. m.kahfi 1 rt 01/rw 04, jagakarsa, jagakarsa, rt.2/rw.7, jagakarsa, south jakarta city",ChIJcQAAANntaS4RAesd4Pw1hXk,Indomaret,ChIJcQAAANntaS4RAesd4Pw1hXk,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,75,-6.3270311,106.8144222,alfamart,"jl.jagakarsa kp.kandang no.50, rt.6/rw.4, kel, kota jakarta selatan",443.97734294696835,no,no
indomaret jl. m. kahfi 1,4.1,73,-6.3180584,106.8113141,"jalan jagakarsa blok hidayah no.10 rt.10/rw.6, rt.3/rw.6, jagakarsa, kota jakarta selatan",ChIJWQO5mgzuaS4RFP9F2gFfJyY,Indomaret,ChIJWQO5mgzuaS4RFP9F2gFfJyY,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,76,-6.3179633,106.8191259,alfamart,"jl. pepaya raya no.58, rt.12/rw.5, kel, kota jakarta selatan",863.4227621855271,no,no
indomaret raya jagakarsa,4.4,221,-6.3273649,106.8163662,"no., jl. raya jagakarsa no.2, rt.10/rw.2, jagakarsa, kota jakarta selatan",ChIJnz15NXbuaS4RjtdQGUQE7gY,Indomaret,ChIJnz15NXbuaS4RjtdQGUQE7gY,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,77,-6.3274385,106.8165763,alfamart,"jl. gandaria ii kel no.rt. 006/02, rt.6/rw.2, jagakarsa, kota jakarta selatan",24.619809578390964,yes,yes
indomaret durian jagakarsa,4.4,243,-6.3187172,106.8157181,"jl. paso no.32, rt.4/rw.4, jagakarsa, kota jakarta selatan",ChIJp2612gruaS4R6xThXZZnoQw,Indomaret,ChIJp2612gruaS4R6xThXZZnoQw,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,78,-6.3179633,106.8191259,alfamart,"jl. pepaya raya no.58, rt.12/rw.5, kel, kota jakarta selatan",385.84554155691734,no,no
papaya indomaret jagakarsa,4.5,269,-6.3253273,106.8198997,"jl. pepaya raya no.4, rt.2/rw.5, jagakarsa, kota jakarta selatan",ChIJTTG_z9jtaS4RnfCTBd_V_Sw,Indomaret,ChIJTTG_z9jtaS4RnfCTBd_V_Sw,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,79,-6.3267655,106.8215854,alfamart,"jl. raya jagakarsa, rt.2/rw.7, kel, kota jakarta selatan",245.52478250276582,no,no
indomaret jagakarsa 1 no.1,4.5,196,-6.3322727,106.8204749,"mr9c+35v, townhouse jagakarsa, jl. jagakarsa 1, rt.3/rw.2, jagakarsa, kota jakarta selatan",ChIJnfhFPGLtaS4R8RAXOhmLRC4,Indomaret,ChIJnfhFPGLtaS4R8RAXOhmLRC4,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,80,-6.3286377,106.8244583,alfamart,"jl. raya jagakarsa no.2a, rt.9/rw.7, kel, kota jakarta selatan",597.6441918468759,no,no
indomaret m kahfi,3.6,8,-6.3406939,106.8044744,"jl. m. khafi no.5, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJFxAcIIjuaS4RYFvViU4kKeA,Indomaret,ChIJFxAcIIjuaS4RYFvViU4kKeA,Ciganjur,Jagakarsa,Kota Jakarta Selatan,81,-6.3412216,106.8046813,alfamart,"jl. m. kahfi i no. 60, rt. 006 kel, rt.8/rw.6, ciganjur, kota jakarta selatan",62.97537372689466,no,no
indomaret timbul (t18j),4.3,87,-6.3517988,106.810539,"jl. timbul no.37, rt.1/rw.3, cipedak, kota jakarta selatan",ChIJ9SsEQJvuaS4RNq5qlCDIJtw,Indomaret,ChIJ9SsEQJvuaS4RNq5qlCDIJtw,Cipedak,Jagakarsa,Kota Jakarta Selatan,82,-6.3519106,106.8104356,alfamart,"jl. timbul rt 1/3 kel, jl. timbul no.38, rt.1/rw.3, cipedak, kota jakarta selatan",16.885527418543546,yes,yes
indomaret srengseng,4.3,195,-6.3455694,106.8262261,"jl. yon zikon 14 no.1-32, rt.6/rw.6, srengseng sawah, kota jakarta selatan",ChIJ-2nJhS7saS4RpCO7nEHGBsU,Indomaret,ChIJ-2nJhS7saS4RpCO7nEHGBsU,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,83,-6.3463896,106.8257072,alfamart,"jl.simpang tiga, jl. pratama kel no.22, rt.6/rw.6, srengseng sawah, kota jakarta selatan",107.73280702563244,no,no
